"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","254","should load Employee page","firefox","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","323","should load Employee page","webkit","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1534","valid user can log in","chromium","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","1301","has correct title","chromium","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","2932","valid user can log in","webkit","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","263","should return 404 for non-existent page","firefox","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1664","has correct title","webkit","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","2993","View Employees hero button navigates to employees page","webkit","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","115","should load Employee page","chromium","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1166","Register nav link navigates to register page","chromium","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","1742","invalid credentials show validation errors","webkit","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","169","should load Account/Login page","webkit","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1613","valid user can log in","firefox","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","349","should load home page","chromium","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1210","invalid credentials show validation errors","firefox","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","935","invalid credentials show validation errors","chromium","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","2548","has correct title","firefox","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","1451","Login nav link navigates to login page","firefox","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","592","should load home page","webkit","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","982","View Employees hero button navigates to employees page","chromium","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","250","should load Account/Login page","firefox","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1445","Register nav link navigates to register page","firefox","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","895","has correct title","chromium","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","1051","has correct title","firefox","2026-07-15","passed","2026-07-15","Login page","example.spec.js","",""
"","188","should return 404 for non-existent page","chromium","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","537","should load home page","firefox","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","150","should load Account/Login page","chromium","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","1484","View Employees hero button navigates to employees page","firefox","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","1102","Login nav link navigates to login page","chromium","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","2719","Register nav link navigates to register page","webkit","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","8781","has correct title","webkit","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
"","300","should return 404 for non-existent page","webkit","2026-07-15","passed","2026-07-15","Application Endpoints","api.spec.js","",""
"","2883","Login nav link navigates to login page","webkit","2026-07-15","passed","2026-07-15","Home page","example.spec.js","",""
